31.6,1472,14700
17.5,1484,14800
25.77,1492,14900
50.24,1504,15000
18.75,1512,15100
14.11,1524,15200
11.28,1532,15300
9.06,1544,15400
25.03,1552,15500
23.26,1564,15600
119.62,1572,15700
56.19,1584,15800
68.14,1592,15900
73.89,1604,16000
24.32,1612,16100
23.97,1624,16200
24.84,1632,16300
28.64,1644,16400
29.37,1652,16500
9.77,1664,16600
15.51,1672,16700
11.28,1684,16800
27.64,1692,16900
77.23,1704,17000
76.36,1712,17100
51.97,1724,17200
112.93,1732,17300
73.39,1744,17400
112.28,1752,17500
61.14,1764,17600
17.21,1772,17700
20.45,1784,17800
54.76,1792,17900
52.76,1804,18000
31.77,1812,18100
18.37,1824,18200
88.23,1832,18300
16.51,1844,18400
57.91,1852,18500
30.25,1864,18600
37.57,1872,18700
32.9,1884,18800
23.39,1892,18900
26.66,1904,19000
23.72,1912,19100
25.96,1924,19200
23.81,1932,19300
21.61,1940,19400
51.93,1952,19500
45.8,1960,19600
15.95,1972,19700
21.17,1980,19800
26.5,1992,19900
51.48,2000,20000
26.8,2012,20100
50.53,2020,20200
46,2032,20300
31.41,2040,20400
33.29,2052,20500
71.17,2060,20600
108.17,2072,20700
77.81,2080,20800
135.1,2092,20900
117.78,2100,21000
86.93,2112,21100
88.37,2120,21200
183.04,2132,21300
128.48,2140,21400
179.28,2152,21500
168.45,2160,21600
167.54,2172,21700
114.19,2180,21800
171.14,2192,21900
155.14,2200,22000
69.14,2212,22100
104.83,2220,22200
54.66,2232,22300
67.89,2240,22400
60.14,2252,22500
167.31,2260,22600
114.27,2272,22700
222.75,2280,22800
71.27,2292,22900
132.96,2300,23000
129.15,2312,23100
102.65,2320,23200
155.41,2332,23300
76.61,2340,23400
99.7,2352,23500
149.18,2360,23600
157.35,2372,23700
65.09,2380,23800
295.99,2392,23900
199.83,2400,24000
154.2,2412,24100
135.65,2420,24200
115.06,2432,24300
211.16,2440,24400
130.92,2452,24500
200.18,2460,24600
177.28,2472,24700
128.31,2480,24800
201.56,2492,24900
98.72,2500,25000
127.37,2512,25100
79.25,2520,25200
153.65,2532,25300
76.43,2540,25400
129.53,2552,25500
95.59,2560,25600
95.11,2572,25700
58.45,2580,25800
121.27,2592,25900
98.59,2600,26000
155.73,2612,26100
109.75,2620,26200
90.08,2632,26300
81.26,2640,26400
94.35,2652,26500
140.85,2660,26600
96.04,2672,26700
79.52,2680,26800
164.77,2692,26900
114.39,2700,27000
128.52,2712,27100
138.64,2720,27200
137.38,2732,27300
66.58,2740,27400
111.56,2752,27500
139.38,2760,27600
217.33,2772,27700
138.66,2780,27800
134.23,2792,27900
198.27,2800,28000
109.42,2812,28100
232.61,2820,28200
127.14,2832,28300
136.18,2840,28400
135.56,2852,28500
152.44,2860,28600
76.1,2872,28700
84.23,2880,28800
117.13,2892,28900
155.16,2900,29000
169.96,2912,29100
105.39,2920,29200
114.21,2932,29300
102.53,2940,29400
89.58,2952,29500
153.54,2960,29600
140.79,2972,29700
179.61,2980,29800
125.37,2992,29900
146.02,3000,30000
128.86,3012,30100
129.88,3020,30200
159.65,3032,30300
140.93,3040,30400
114.63,3052,30500
126.29,3060,30600
90.11,3072,30700
170.77,3080,30800
177.1,3092,30900
179.31,3100,31000
151.86,3112,31100
106.92,3120,31200
200.69,3132,31300
117.03,3140,31400
140.53,3152,31500
180.46,3160,31600
138.26,3172,31700
131.73,3180,31800
162.35,3192,31900
136.63,3200,32000
75.78,3212,32100
161.45,3220,32200
131.43,3232,32300
113.2,3240,32400
129.89,3252,32500
105.44,3260,32600
168.49,3272,32700
103.84,3280,32800
110.06,3292,32900
97.77,3300,33000
150.17,3312,33100
84.18,3320,33200
173.94,3332,33300
110.61,3340,33400
171.53,3352,33500
109.96,3360,33600
149.78,3372,33700
170.6,3380,33800
184.5,3392,33900
131.89,3400,34000
172.47,3412,34100
97.55,3420,34200
235.5,3432,34300
144.94,3440,34400
132.22,3452,34500
104.98,3460,34600
152.98,3472,34700
154.66,3480,34800
162.99,3492,34900
148.02,3500,35000
128.44,3512,35100
195.35,3520,35200
103.04,3532,35300
156.67,3540,35400
162.2,3552,35500
111.71,3560,35600
150.93,3572,35700
125.02,3580,35800
28.31,3592,35900
125.99,3600,36000
109.44,3612,36100
106.74,3620,36200
125.21,3632,36300
205.19,3640,36400
122.45,3652,36500
130.65,3660,36600
120.83,3672,36700
124.17,3680,36800
155.06,3692,36900
146.7,3700,37000
117.44,3712,37100
124.27,3720,37200
161.43,3732,37300
149.04,3740,37400
183.53,3752,37500
93.86,3760,37600
125.99,3772,37700
144.87,3780,37800
147.96,3792,37900
69.45,3800,38000
224.46,3812,38100
139.76,3820,38200
145.25,3832,38300
172.62,3840,38400
168.25,3852,38500
74.34,3860,38600
78.76,3872,38700
199.94,3880,38800
98.37,3892,38900
125.91,3900,39000
90.71,3912,39100
126.96,3920,39200
195.36,3932,39300
105.25,3940,39400
311.55,3952,39500
92.44,3960,39600
169.71,3972,39700
165.77,3980,39800
136.06,3992,39900
112.64,4000,40000
185.42,4012,40100
177.78,4020,40200
123.97,4032,40300
204.99,4040,40400
222.81,4052,40500
142.5,4060,40600
187.22,4072,40700
258.13,4080,40800
233.3,4092,40900
204.12,4100,41000
190.99,4112,41100
114.41,4120,41200
115.12,4132,41300
105.81,4140,41400
187.85,4152,41500
183.41,4160,41600
126.69,4172,41700
135.34,4180,41800
115.41,4192,41900
128.5,4200,42000
161.94,4212,42100
92.89,4220,42200
115.67,4232,42300
145.96,4240,42400
182.18,4252,42500
125.62,4260,42600
