0.19,18,100
0.02,30,200
0.04,48,300
0.05,60,400
0.25,78,500
0.2,90,600
0.65,108,700
0.16,120,800
0.39,138,900
0.46,150,1000
0.38,168,1100
0.31,180,1200
0.38,198,1300
0.22,210,1400
0.59,228,1500
0.4,240,1600
0.31,258,1700
0.35,270,1800
0.41,288,1900
26.4,300,2000
1.31,318,2100
0.75,330,2200
0.95,348,2300
1.1,360,2400
1.12,378,2500
1.18,390,2600
1.19,408,2700
1.24,420,2800
1.31,438,2900
1.24,450,3000
1.34,468,3100
1.46,480,3200
1.4,498,3300
1.4,510,3400
1.52,528,3500
1.57,540,3600
1.42,558,3700
1.52,570,3800
1.64,588,3900
28.58,600,4000
3.39,618,4100
2.1,630,4200
1.91,648,4300
2.15,660,4400
2.09,678,4500
2.5,690,4600
2.57,708,4700
2.51,720,4800
2.38,738,4900
2.44,750,5000
2.51,768,5100
2.46,780,5200
2.74,798,5300
2.99,810,5400
3.08,828,5500
3.19,840,5600
3.05,858,5700
3.11,870,5800
3.24,888,5900
33.29,900,6000
5.35,918,6100
3.9,930,6200
4.26,948,6300
4.2,960,6400
4.09,978,6500
4.64,990,6600
4.95,1008,6700
4.43,1020,6800
4.62,1038,6900
4.4,1050,7000
4.43,1068,7100
5.02,1080,7200
7.16,1098,7300
5.8,1110,7400
7.56,1128,7500
7.48,1140,7600
8.07,1158,7700
8.97,1170,7800
6.23,1188,7900
32.3,1200,8000
7.12,1218,8100
5.02,1230,8200
4.96,1248,8300
5.03,1260,8400
5.04,1278,8500
5.12,1290,8600
5.38,1308,8700
5.43,1320,8800
6.3,1338,8900
6.91,1350,9000
6.32,1368,9100
6.15,1380,9200
6.03,1398,9300
6.7,1410,9400
7.08,1428,9500
6.45,1440,9600
6.17,1458,9700
6.14,1470,9800
6.31,1488,9900
34.72,1500,10000
9.62,1518,10100
6.67,1530,10200
6.54,1548,10300
7.34,1560,10400
7.09,1578,10500
6.83,1590,10600
6.62,1608,10700
6.83,1620,10800
7.2,1638,10900
7.43,1650,11000
6.87,1668,11100
7.05,1680,11200
7.54,1698,11300
7.49,1710,11400
